"nom_amenageur","siren_amenageur","contact_amenageur","nom_operateur","contact_operateur","telephone_operateur","nom_enseigne","id_station_itinerance","id_station_local","nom_station","implantation_station","adresse_station","code_insee_commune","coordonneesXY","nbre_pdc","id_pdc_itinerance","id_pdc_local","puissance_nominale","prise_type_ef","prise_type_2","prise_type_combo_ccs","prise_type_chademo","prise_type_autre","gratuit","paiement_acte","paiement_cb","paiement_autre","tarification_eur_kWh","condition_acces","reservation","horaires","accessibilite_pmr","restriction_gabarit","station_deux_roues","raccordement","num_pdl","date_mise_en_service","observations","date_maj","cable_t2_attache","last_modified","datagouv_dataset_id","datagouv_resource_id","datagouv_organization_or_owner","created_at","consolidated_longitude","consolidated_latitude","consolidated_code_postal","consolidated_commune","consolidated_is_lon_lat_correct","consolidated_is_code_insee_verified","consolidated_is_code_insee_modified"
"MAZDA BUCHELAY - TECHNIC AUTO SERVICES","379198443","advenir@zeborne.com","ZEBORNE","advenir@zeborne.com","0252072597","MAZDA BUCHELAY - TECHNIC AUTO SERVICES","FRZMAE74AC96190","96190","mazda - buchelay - 7kw ac ","Parking public","2 rue des gamelines 78200 buchelay","78118","[1.676037, 48.991536]","1","FRZMAE74AC96190","96190","7","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","0","Accès libre","TRUE","mo-fr 08:00-12:00,mo-fr 14:00-19:00,sa 09:00-19:00","Accessible mais non réservé PMR","aucune","FALSE","Indirect","inconnu","2022-01-04","inconnu","2022-01-04","inconnu","2024-12-06T06:45:28.804000+00:00","62a9b4265adfc53fa2248dbd","b8642586-63fc-4d70-a36f-1afef2648f08","zeborne","2022-06-15T12:27:51.035000+00:00","1.676037","48.991536","78200","Buchelay","TRUE","TRUE","FALSE"
"MAZDA EVREUX GHV","351440078","advenir@zeborne.com","ZEBORNE","advenir@zeborne.com","0252072597","MAZDA EVREUX GHV","FRZMAE74AC109624","109624","mazda - angerville-la-campagne - 7kw ac ","Parking public","n 154 route d'orleans 27930 angerville la campagne","27017","[1.155058, 48.995907]","1","FRZMAE74AC109624","109624","7","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","0","Accès libre","TRUE","mo-fr 08:30-12:00,mo-fr 14:00-19:00,sa 08:30-19:00","Accessible mais non réservé PMR","aucune","FALSE","Indirect","inconnu","2022-01-24","inconnu","2022-01-24","inconnu","2024-12-06T06:45:28.438000+00:00","62a9a5fa6cf25c3fcb7a28e7","63bc44e2-79e5-4d44-b77d-d59408d40951","zeborne","2022-06-15T11:27:22.966000+00:00","1.155058","48.995907","27930","Angerville-la-Campagne","TRUE","TRUE","FALSE"
"MAZDA MACON - ACT AUTOMOBILES ","423313014","advenir@zeborne.com","ZEBORNE","advenir@zeborne.com","0252072597","MAZDA MACON - ACT AUTOMOBILES ","FRZMAE22AC95769","95769","mazda - mâcon - 22kw ac ","Parking public","86, route de lyon 71000 mâcon","71270","[2.0766169, 48.8869587]","1","FRZMAE22AC95769","95769","22","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","0","Accès libre","TRUE","mo-fr 09:00-19:00,sa 09:00-18:00","Accessible mais non réservé PMR","aucune","FALSE","Indirect","inconnu","2021-12-23","inconnu","2021-12-23","inconnu","2024-12-06T06:44:36.465000+00:00","62eb86a38257a735b7fb06ca","3f732535-9771-47a7-9dcb-1719445feb6b","zeborne","2022-08-04T10:43:16.237000+00:00","2.0766169","48.8869587","78750","Mareil-Marly","TRUE","TRUE","FALSE"
"MAZDA - SAINT-ETIENNE   ","501208680","advenir@zeborne.com","ZEBORNE","advenir@zeborne.com","0252072597","MAZDA - SAINT-ETIENNE","FRZMAE22AC60973","60973	","mazda - saint-etienne - 22kw ac","Parking public","17/19 rue gustave delory 42000 saint etienne","42218","[4.3993781, 45.4626965]","1","FRZMAE22AC60973","60973","22","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","0","Accès libre","TRUE","mo-fr 08:30-12:00,mo-fr 14:00-19:00,sa 09:00-18:30","Accessible mais non réservé PMR","aucune","FALSE","Indirect","inconnu","2021-05-19","inconnu","2021-05-19","inconnu","2024-12-06T06:45:08.692000+00:00","628e3cdb9ca333323ae59545","6a81494a-2a94-4cb0-a837-31759fe65e6c","zeborne","2022-05-25T16:27:39.881000+00:00","4.3993781","45.4626965","inconnu","Saint-Étienne","TRUE","TRUE","FALSE"
"MAZDA CHAMBERY - MONT BLANC AUTOMOBILES","432152593","advenir@zeborne.com","ZEBORNE","advenir@zeborne.com","0252072597","MAZDA CHAMBERY - MONT BLANC AUTOMOBILES","FRZMAE22AC60498","60498","mazda - chambery - 22kw ac ","Parking privé à usage public","zac de la prairie route du bourget 73420 voglans","73329","[5.8764533, 45.6213337]","1","FRZMAE22AC60498","60498","22","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","0","Accès libre","TRUE","mo-fr 08:00-19:00,sa 09:00-18:00","Accessible mais non réservé PMR","aucune","FALSE","Indirect","inconnu","2021-05-07","inconnu","2021-05-07","inconnu","2024-12-06T06:50:01.786000+00:00","6324812a556eb573f6774ab6","7aa442d1-454b-421e-82b1-f399d9a6baae","zeborne","2022-09-16T15:59:06.977000+00:00","5.8764533","45.6213337","73420","Voglans","FALSE","TRUE","FALSE"
"AJACCIO NORD AUTOMOBILES - MAZDA AJACCIO ","323838110","advenir@zeborne.com","ZEBORNE","advenir@zeborne.com","0252072597","AJACCIO NORD AUTOMOBILES - MAZDA AJACCIO ","FRZMAE22AC59911","59911","mazda - ajaccio - 22kw ac ","Parking public","route de mezzavia 20000 ajaccio","2A004","[8.763026, 41.947088]","1","FRZMAE22AC59911","59911","22","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","0","Accès libre","TRUE","mo-fr 08:30-19:00,sa 09:00-18:00","Accessible mais non réservé PMR","aucune","FALSE","Indirect","inconnu","2021-04-28","inconnu","2021-04-28","inconnu","2024-12-06T06:49:56.690000+00:00","6332fa5949dcf0554df5892d","e7d86dba-5931-4685-8f5a-0af3703b5fc2","zeborne","2022-09-27T15:27:53.652000+00:00","8.763026","41.947088","inconnu","Ajaccio","TRUE","TRUE","FALSE"
"MAZDA ETAMPES - GARAGE ST PIERRE","306092701","advenir@zeborne.com","ZEBORNE","advenir@zeborne.com","0252072597","MAZDA ETAMPES - GARAGE ST PIERRE","FRZMAE22AC57150","57150","mazda - etampes - 22kw ac ","Parking public","route de pithiviers 91150 étampes","91223","[2.1726385, 48.4270586]","1","FRZMAE22AC57150","57150","22","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","0","Accès libre","TRUE","mo-fr 08:00-19:00,sa 08:00-18:00","Accessible mais non réservé PMR","aucune","FALSE","Indirect","inconnu","2021-04-01","inconnu","2021-04-01","inconnu","2024-12-06T06:49:50.456000+00:00","6332adfd4e7a5fa229cf4832","8cce5d5f-88b9-4581-891c-945e9ed78ea3","zeborne","2022-09-27T10:02:06.035000+00:00","2.1726385","48.4270586","91150","Étampes","TRUE","TRUE","FALSE"
"MAZDA LILLE - KODO AUTOMOBILES","831156278","advenir@zeborne.com","ZEBORNE","advenir@zeborne.com","0252072597","MAZDA LILLE - KODO AUTOMOBILES","FRZMAE22AC57006","57006","mazda - lille (villeneuve-d'ascq) - 22kw ac ","Parking public","5 rue du frenelet, 59650 villeneuve-d'ascq","59009","[3.0316692, 50.6421108]","1","FRZMAE22AC57006","57006","22","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","0","Accès libre","TRUE","mo-fr 08:30-12:00,mo-fr 14:00-19:00,sa 09:00-17:45","Accessible mais non réservé PMR","aucune","FALSE","Indirect","inconnu","2021-03-30","inconnu","2021-03-30","inconnu","2024-12-06T06:45:29.169000+00:00","62a9ba04e92d8149223c82ef","013c4d0b-3ce2-4cd6-bb05-cb3c4992c84f","zeborne","2022-06-15T12:52:52.879000+00:00","3.0316692","50.6421108","59650","Villeneuve-d'Ascq","FALSE","TRUE","FALSE"
"MAZDA CHÂTEAU THIERRY","717280473","advenir@zeborne.com","ZEBORNE","advenir@zeborne.com","0252072597","MAZDA CHÂTEAU THIERRY","FRZMAE22AC56571","56571","mazda - château-thierry - 22kw ac ","Parking public","1 avenue de château thierry 02400 nogentel","02554","[3.408807, 49.025824]","1","FRZMAE22AC56571","56571","22","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","0","Accès libre","TRUE","mo-fr 08:30-19:00,sa 08:30-18:00","Accessible mais non réservé PMR","aucune","FALSE","Indirect","inconnu","2021-03-23","inconnu","2021-03-23","inconnu","2024-12-06T06:49:57.664000+00:00","632ac2f8710e91f922f47f40","ea1c8a45-df2f-450e-8c81-76e3a8d5bfd1","zeborne","2022-09-21T09:53:28.704000+00:00","3.408807","49.025824","2400","Nogentel","TRUE","TRUE","FALSE"
"MAZDA REIMS - A.F.L ","420023616","advenir@zeborne.com","ZEBORNE","advenir@zeborne.com","0252072597","MAZDA REIMS - A.F.L","FRZMAE22AC56424","56424","mazda - reims - 22kw ac ","Parking public","parc le millesime 51370 thillois","51569","[3.9023407, 49.1824605]","1","FRZMAE22AC56424","56424","22","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","0","Accès libre","TRUE","mo-fr 09:00-19:00; sa08:00-19:00","Accessible mais non réservé PMR","aucune","FALSE","Indirect","inconnu","2021-03-19","inconnu","2021-03-19","inconnu","2024-12-06T06:44:27.833000+00:00","62cbdcf49ab2c46f624923e8","ae212269-05b7-422a-a09b-bb726c23ff2f","zeborne","2022-07-11T10:19:01.226000+00:00","3.9023407","49.1824605","51370","Thillois","FALSE","TRUE","FALSE"
"MAZDA REIMS - A.F.L ","420023616","advenir@zeborne.com","ZEBORNE","advenir@zeborne.com","0252072597","MAZDA REIMS - A.F.L","FRZMAE22AC56423","56423","mazda - reims - 22kw ac ","Parking public","parc le millesime 51370 thillois","51569","[3.9023407, 49.1824605]","1","FRZMAE22AC56423","56423","22","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","0","Accès libre","TRUE","mo-fr 09:00-19:00; sa08:00-19:00","Accessible mais non réservé PMR","aucune","FALSE","Indirect","inconnu","2021-03-19","inconnu","2021-03-19","inconnu","2024-12-06T06:44:27.833000+00:00","62cbdcf49ab2c46f624923e8","ae212269-05b7-422a-a09b-bb726c23ff2f","zeborne","2022-07-11T10:19:01.226000+00:00","3.9023407","49.1824605","51370","Thillois","FALSE","TRUE","FALSE"
"MAZDA PERIGUEUX","349214825","advenir@zeborne.com","ZEBORNE","advenir@zeborne.com","0252072597","MAZDA PERIGUEUX","FRZMAE22AC50784","50784","mazda - perigueux (trelissac) - 22kw ac ","Parking public","20 avenue de l'automobile 24100 trelissac","24557","[2.6151818, 48.8161972]","1","FRZMAE22AC50784","50784","22","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","0","Accès libre","TRUE","mo-fr 08:00-19:00,sa 09:00-18:00","Accessible mais non réservé PMR","aucune","FALSE","Indirect","inconnu","2021-01-06","inconnu","2021-01-06","inconnu","2024-12-06T06:49:51.691000+00:00","6332ddab127895fc5785c307","4bad8a65-6079-4d09-b541-f894d627f057","zeborne","2022-09-27T13:25:31.453000+00:00","2.6151818","48.8161972","inconnu","inconnu","FALSE","FALSE","FALSE"
"MAZDA - RENNES ","530271162","advenir@zeborne.com","ZEBORNE","advenir@zeborne.com","0252072597","MAZDA - RENNES ","FRZMAE22AC50782","50782"," mazda - rennes - 22kw ac ","Parking public","46 rue de la rigourdière 35510 cesson-sévigné","35051","[-1.586281, 48.115374]","1","FRZMAE22AC50782","50782","22","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","0","Accès libre","TRUE","mo-fr 08:15-19:00,sa 09:00-18:00","Accessible mais non réservé PMR","aucune","FALSE","Indirect","inconnu","2021-01-06","inconnu","2021-01-06","inconnu","2024-12-06T06:44:28.549000+00:00","62cc48b4dcecbe95c212c559","7c64c388-3fcb-41ac-a49f-31a43bae3a8b","zeborne","2022-07-11T17:58:45.020000+00:00","-1.586281","48.115374","35510","Cesson-Sévigné","TRUE","TRUE","FALSE"
"ELITE MOTORS - MAZDA LYON NORD","968504480","advenir@zeborne.com","ZEBORNE","advenir@zeborne.com","0252072597","ELITE MOTORS - MAZDA LYON NORD","FRZMAE22AC50776","50776","mazda - lyon nord - 22kw ac ","Parking privé à usage public","96 rue marietton, lyon 69009 lyon","69123","[4.797441, 45.776709]","1","FRZMAE22AC50776","50776","22","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","0","Accès libre","TRUE","mo-fr 09:00-19:00,sa 09:00-18:00","Accessible mais non réservé PMR","aucune","FALSE","Indirect","inconnu","2021-01-06","inconnu","2021-01-06","inconnu","2024-12-06T06:44:46.729000+00:00","62dab62abec185caba7bfc0a","edc0c9cd-ce30-422c-866e-f61151ed37d7","zeborne","2022-07-22T16:37:30.748000+00:00","4.797441","45.776709","inconnu","Lyon","TRUE","TRUE","FALSE"
"MAZDA VERDUN -JM AUTOMOBILES ","379070832","advenir@zeborne.com","ZEBORNE","advenir@zeborne.com","0252072597","MAZDA VERDUN -JM AUTOMOBILES","FRZMAE22AC50737","50737","mazda - verdun - 22kw ac ","Parking public","mazda verdun - wameau, zei du 55430 belleville-sur-meuse","55043","[5.3688759, 49.1825257]","1","FRZMAE22AC50737","50737","22","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","0","Accès libre","TRUE","mo-sa 09:00-19:00","Accessible mais non réservé PMR","aucune","FALSE","Indirect","inconnu","2021-01-06","inconnu","2021-01-06","inconnu","2024-12-06T06:44:40.400000+00:00","62fe485c0485addda80b7275","18c98ee3-d51a-4ce2-a4fc-4e4b020fab7d","zeborne","2022-08-18T16:10:36.628000+00:00","5.3688759","49.1825257","55430","Belleville-sur-Meuse","TRUE","TRUE","FALSE"
"MAZDA HAGUENAU -GARAGE DU MOULIN","309623783","advenir@zeborne.com","ZEBORNE","advenir@zeborne.com","0252072597","MAZDA HAGUENAU -GARAGE DU MOULIN","FRZMAE22AC50722","50722","mazda - haguenau - 22kw ac ","Parking public","89, route de marienthal - haguenau, garage du moulin 67500 haguenau","67180","[7.804283, 48.796153]","1","FRZMAE22AC50722","50722","22","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","0","Accès libre","TRUE","mo-fr 08:00-19:00,sa 09:00-17:00","Accessible mais non réservé PMR","aucune","FALSE","Indirect","inconnu","2021-01-05","inconnu","2021-01-05","inconnu","2024-12-06T06:49:39.281000+00:00","630341b861e45ddfed4918e4","85415f3c-3363-4356-bbf0-ecff0bd789e5","zeborne","2022-08-22T10:43:37.178000+00:00","7.804283","48.796153","67500","Haguenau","TRUE","TRUE","FALSE"
"MAZDA HAGUENAU -GARAGE DU MOULIN","309623783","advenir@zeborne.com","ZEBORNE","advenir@zeborne.com","0252072597","MAZDA HAGUENAU -GARAGE DU MOULIN","FRZMAE22AC50721","50721"," mazda - haguenau - 22kw ac ","Parking public","89, route de marienthal - haguenau, garage du moulin 67500 haguenau","67180","[7.804283, 48.796153]","1","FRZMAE22AC50721","50721","22","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","0","Accès libre","FALSE","mo-fr 08:00-19:00,sa 09:00-17:00","Accessible mais non réservé PMR","aucune","FALSE","Indirect","inconnu","2021-01-05","inconnu","2021-01-05","inconnu","2024-12-06T06:49:39.281000+00:00","630341b861e45ddfed4918e4","85415f3c-3363-4356-bbf0-ecff0bd789e5","zeborne","2022-08-22T10:43:37.178000+00:00","7.804283","48.796153","67500","Haguenau","TRUE","TRUE","FALSE"
"PAROT AUTOMOTIVE - MAZDA BRIVE ","349214825","advenir@zeborne.com","ZEBORNE","advenir@zeborne.com","0252072597","PAROT AUTOMOTIVE - MAZDA BRIVE ","FRZMAE22AC50719","50719","mazda - brive - 22kw ac","Parking public","route de bordeaux - 50 rue antoine dubayle 19100 brive-la-gaillarde","19031","[1.4883644, 45.147515]","1","FRZMAE22AC50719","50719","22","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","0","Accès libre","TRUE","mo-su 00:00-23:59","Accessible mais non réservé PMR","aucune","FALSE","Indirect","inconnu","2021-01-05","inconnu","2021-01-05","inconnu","2024-12-06T06:45:14.854000+00:00","62bd80dfac987f0c38bd871e","cc9a17a5-25be-4049-b441-ef1626301bd4","zeborne","2022-06-30T12:54:23.454000+00:00","1.4883644","45.147515","19100","Brive-la-Gaillarde","TRUE","TRUE","FALSE"
"MAZDA ROANNE","313283707","advenir@zeborne.com","ZEBORNE","advenir@zeborne.com","0252072597","MAZDA ROANNE","FRZMAE22AC50713","50713","mazda - roanne - 22kw ac","Parking privé à usage public","142 route de villemontais 42300 villerest","42332","[4.046409, 46.020022]","1","FRZMAE22AC50713","50713","22","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","0","Accès libre","TRUE","mo-fr 09:00-18:00; sa09:00-19:00","Accessible mais non réservé PMR","aucune","FALSE","Indirect","inconnu","2021-01-05","inconnu","2021-01-05","inconnu","2024-12-06T06:44:37.212000+00:00","62ebca154fadff72d0f02768","e1603825-161c-45dd-b663-1ac5a1de916c","zeborne","2022-08-04T15:31:01.896000+00:00","4.046409","46.020022","42300","Villerest","TRUE","TRUE","FALSE"
"MAZDA CHALON S.SAONE - GROUPE GUILLET","391060480","advenir@zeborne.com","ZEBORNE","advenir@zeborne.com","0252072597","MAZDA CHALON S.SAONE - GROUPE GUILLET","FRZMAE22AC50711","50711","mazda - chalon-sur-saône - 22kw ac","Parking public","1 avenue de l'automobile, chalon-sur-saône 71100 chalon-sur-saône","71076","[4.860127, 46.768978]","1","FRZMAE22AC50711","50711","22","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","0","Accès libre","TRUE","mo-fr 08:00-12:00,mo-fr 14:00-19:00,sa 09:00-19:00","Accessible mais non réservé PMR","aucune","FALSE","Indirect","inconnu","2021-01-05","inconnu","2021-01-05","inconnu","2024-12-06T06:45:15.300000+00:00","62bd868e7d7c80ed9e2af1e8","91e42553-388b-4953-99d5-3356a2260490","zeborne","2022-06-30T13:18:39.139000+00:00","4.860127","46.768978","71100","Chalon-sur-Saône","TRUE","TRUE","FALSE"
"MAZDA - BOURG EN BRESSE ","339741381","advenir@zeborne.com","ZEBORNE","advenir@zeborne.com","0252072597","MAZDA - BOURG EN BRESSE","FRZMAE22AC50704","50704","mazda - bourg en bresse - 22kw ac ","Parking public","356 avenue de lyon 01960 péronnas","01289","[5.210311, 46.189385]","1","FRZMAE22AC50704","50704","22","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","1","Accès libre","FALSE","mo-fr 08:00-12:00,mo-fr 14:00-18:30,sa 09:00-18:00","Accessible mais non réservé PMR","aucune","FALSE","Indirect","inconnu","2021-01-05","inconnu","2021-01-05","inconnu","2024-12-06T06:45:24.274000+00:00","62a1bb440e31efd85bcac8c1","9a051df1-2301-44e4-89f5-ef4736460dd6","zeborne","2022-06-09T11:20:05.109000+00:00","5.210311","46.189385","1960","Péronnas","TRUE","TRUE","FALSE"
"MAZDA - BOURG EN BRESSE ","339741381","advenir@zeborne.com","ZEBORNE","advenir@zeborne.com","0252072597","MAZDA - BOURG EN BRESSE","FRZMAE22AC50670","50670","mazda - bourg en bresse - 22kw ac ","Parking public","356 avenue de lyon 01960 péronnas","01289","[5.210311, 46.189385]","1","FRZMAE22AC50670","50670","22","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","0","Accès libre","TRUE","mo-fr 08:00-12:00,mo-fr 14:00-18:30,sa 09:00-18:00","Accessible mais non réservé PMR","aucune","FALSE","Indirect","inconnu","2021-01-05","inconnu","2021-01-05","inconnu","2024-12-06T06:45:24.274000+00:00","62a1bb440e31efd85bcac8c1","9a051df1-2301-44e4-89f5-ef4736460dd6","zeborne","2022-06-09T11:20:05.109000+00:00","5.210311","46.189385","1960","Péronnas","TRUE","TRUE","FALSE"
"MAZDA ROANNE ","313283707","advenir@zeborne.com","ZEBORNE","advenir@zeborne.com","0252072597","MAZDA ROANNE","FRZMAE22AC50663","50663","mazda - roanne - 22kw ac ","Parking privé à usage public","142 route de villemontais 42300 villerest","42332","[4.046409, 46.020022]","1","FRZMAE22AC50663","50663","22","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","0","Accès libre","TRUE","mo-fr 09:00-18:00; sa09:00-19:00","Accessible mais non réservé PMR","aucune","FALSE","Indirect","inconnu","2021-01-05","inconnu","2021-01-05","inconnu","2024-12-06T06:44:37.212000+00:00","62ebca154fadff72d0f02768","e1603825-161c-45dd-b663-1ac5a1de916c","zeborne","2022-08-04T15:31:01.896000+00:00","4.046409","46.020022","42300","Villerest","TRUE","TRUE","FALSE"
"MAZDA THIONVILLE - AZUR MOTORS","390389344","advenir@zeborne.com","ZEBORNE","advenir@zeborne.com","0252072597","MAZDA THIONVILLE - AZUR MOTORS","FRZMAE22AC50659","50659"," mazda - thionville - 22kw ac ","Parking public","7 boucle du val marie 57100 thionville","57672","[6.1352017, 49.3591525]","1","FRZMAE22AC50659","50659","22","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","0","Accès libre","FALSE","mo-fr 08:30-19:00,sa 09:00-18:00","Accessible mais non réservé PMR","aucune","FALSE","Indirect","inconnu","2021-01-05","inconnu","2021-01-05","inconnu","2024-12-06T06:44:40.762000+00:00","62fe54622db1447ad06e7c80","fd5216bc-30f5-44a0-b901-e4162a9e8465","zeborne","2022-08-18T17:01:55.066000+00:00","6.1352017","49.3591525","57100","Thionville","TRUE","TRUE","FALSE"
"MAZDA CHATENOIS - GARAGE WALTER ","317804144","advenir@zeborne.com","ZEBORNE","advenir@zeborne.com","0252072597","MAZDA CHATENOIS - GARAGE WALTER","FRZMAE22AC50650","50650","mazda - chatenois - 22kw ac ","Parking public","43 route de ste marie aux mines","67073","[7.390097, 48.27955]","1","FRZMAE22AC50650","50650","22","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","0","Accès libre","TRUE","mo-fr 08:00-12:00,mo-fr 14:00-18:30,sa 08:00-17:00","Accessible mais non réservé PMR","aucune","FALSE","Indirect","inconnu","2021-01-05","inconnu","2021-01-05","inconnu","2024-12-06T06:45:10.598000+00:00","6290a9125ee1ab5ce237b6b0","1c3ddcdd-e44f-400a-86b8-f1dde3fe078a","zeborne","2022-05-27T12:33:54.778000+00:00","7.390097","48.27955","67730","Châtenois","TRUE","TRUE","FALSE"
"MAZDA GEX - GARAGE DAGO","393617964","advenir@zeborne.com","ZEBORNE","advenir@zeborne.com","0252072597","MAZDA GEX - GARAGE DAGO","FRZMAE22AC50643","50643","mazda - gex-cessy - 22kw ac ","Parking public","88 rue du jura 01170 cessy","01071","[6.0622478, 46.3266042]","1","FRZMAE22AC50643","50643","22","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","0","Accès libre","TRUE","mo-fr 08:00-19:00,sa 09:00-17:00","Accessible mais non réservé PMR","aucune","FALSE","Indirect","inconnu","2021-01-05","inconnu","2021-01-05","inconnu","2024-12-06T06:44:21.711000+00:00","62d52bdb0964404f835e3837","35167ef4-fd0b-45af-9398-f9eb07cd5a5d","zeborne","2022-07-18T11:46:04.003000+00:00","6.0622478","46.3266042","1170","Cessy","TRUE","TRUE","FALSE"
"MAZDA CHATENOIS - GARAGE WALTER ","317804144","advenir@zeborne.com","ZEBORNE","advenir@zeborne.com","0252072597","MAZDA CHATENOIS - GARAGE WALTER","FRZMAE22AC50637","50637","mazda - chatenois - 22kw ac ","Parking public","43 route de ste marie aux mines 67730","67073","[7.390097, 48.27955]","1","FRZMAE22AC50637","50637","22","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","0","Accès libre","TRUE","mo-fr 08:00-12:00,mo-fr 14:00-18:30,sa 08:00-17:00","Accessible mais non réservé PMR","aucune","FALSE","Indirect","inconnu","2021-01-05","inconnu","2021-01-05","inconnu","2024-12-06T06:45:10.598000+00:00","6290a9125ee1ab5ce237b6b0","1c3ddcdd-e44f-400a-86b8-f1dde3fe078a","zeborne","2022-05-27T12:33:54.778000+00:00","7.390097","48.27955","67730","Châtenois","TRUE","TRUE","FALSE"
"A.V.D. - MAZDA BOURGOIN JALLIEU","477827653","advenir@zeborne.com","ZEBORNE","advenir@zeborne.com","0252072597","A.V.D. - MAZDA BOURGOIN JALLIEU","FRZMAE22AC49847","49847","mazda - bourgoin-jallieu - 22kw ac ","Parking public","rue louis braille 38300 bourgoin-jallieu","38053","[5.243401, 45.591954]","1","FRZMAE22AC49847","49847","22","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","0","Accès libre","TRUE","mo-fr 09:00-19:00,sa 09:00-18:00","Accessible mais non réservé PMR","aucune","FALSE","Indirect","inconnu","2020-12-08","inconnu","2020-12-08","inconnu","2024-12-06T06:44:19.387000+00:00","62d150536085299bc581dda1","55efa1fe-51e7-4c66-90fc-add6951f642f","zeborne","2022-07-15T13:32:35.969000+00:00","5.243401","45.591954","38300","Bourgoin-Jallieu","TRUE","TRUE","FALSE"
"MAZDA - COLMAR","402343842","advenir@zeborne.com","ZEBORNE","advenir@zeborne.com","0252072597","MAZDA - COLMAR","FRZMAE22AC49702","49702","mazda - colmar 22kw ac ","Parking public","avenue joseph rey 68000 colmar","68066","[7.3664798, 48.0956304]","1","FRZMAE22AC49702","49702","22","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","0","Accès libre","TRUE","mo-fr 08:00-19:00,sa 09:00-18:00","Accessible mais non réservé PMR","aucune","FALSE","Indirect","inconnu","2020-12-04","inconnu","2020-12-04","inconnu","2024-12-06T06:49:54.109000+00:00","63346ce315241bef2b86927a","acb47d07-9bb1-43be-ad7f-96de2094b44e","zeborne","2022-09-28T17:48:51.894000+00:00","7.3664798","48.0956304","68000","Colmar","TRUE","TRUE","FALSE"
"MAZDA MULHOUSE - LIGNE BLEUE AUTOMOBILES","402343842","advenir@zeborne.com","ZEBORNE","advenir@zeborne.com","0252072597","MAZDA MULHOUSE - LIGNE BLEUE AUTOMOBILES","FRZMAE22AC49701","49701","mazda - mulhouse (illzach) - 22kw ac ","Parking public","8 rue d'annecy 68110 illzach","68154","[7.3800762, 47.7717847]","1","FRZMAE22AC49701","49701","22","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","0","Accès libre","TRUE","tu-fr 08:00-12:00,tu-fr 14:00-19:00,sa 09:00-17:00","Accessible mais non réservé PMR","aucune","FALSE","Indirect","inconnu","2020-12-04","inconnu","2020-12-04","inconnu","2024-12-06T06:44:57.480000+00:00","6297390a08d6bf5d4b2fecf5","0a439dc2-6d2b-4822-9a4c-716b46452529","zeborne","2022-06-01T12:01:47.387000+00:00","7.3800762","47.7717847","68110","Illzach","TRUE","TRUE","FALSE"
